"DATA_YEAR","COUNTY","SEX","count","count_moe","share","share_moe"
2023,"Region","Female",76984,2878.46363825718,0.541656405890506,0.0140700079107814
2023,"Region","Male",65143,2678.76484228879,0.458343594109494,0.0140700079107814
2023,"Region","Total",142127,3864.80217130272,1,0
