"DATA_YEAR","COUNTY","bin_age_broad","count","count_moe","share","share_moe"
2023,"Region","Under 20 years",1358,460.488361470733,0.00955483476046072,0.00322234400115586
2023,"Region","20 to 29 years",26651,1748.13372930427,0.18751539116424,0.011181212344912
2023,"Region","30 to 39 years",20649,1659.24048477459,0.14528555446889,0.0111356189500753
2023,"Region","40 to 49 years",14576,1286.26099145304,0.102556164557051,0.00880033421788929
2023,"Region","50 years and over",78893,2882.17400523221,0.555088055049357,0.0126011051837463
2023,"Region","Total",142127,3864.80217130272,1,0
